objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"BOOM! Patrol","424002","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players
40 - 60 min
S-1-3","","","","139485629","0","6.93103","1","0","171","thing","BOOM! Patrol","2","4","60","60","40","2025","3,4","4","","","","","","","","standalone","","","","","","","","","","","","","","",""
"BOOoop.","383579","7.6","1","0","1","0","0","0","0","0","0","0","3","","2 player
25 minutes
C-B-4","","","","138137457","6.082","7.52888","1.4375","2765","3283","thing","BOOoop.","2","2","35","35","25","2023","2","2","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"boop the Halls!","417696","0","0","0","1","0","0","0","0","0","0","0","3","","2 players
20 - 30 minutes
C-B-4","","","","139482311","5.72626","7.20737","1.8333","5869","1711","thing","boop the Halls!","2","2","30","30","20","2024","2","2","8","","","","","","","standalone","","","","","","","","","","","","","","",""
"Bosk","252556","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players 
30 - 45 minutes 
Competitive area control","","","","138690210","6.12326","6.80939","2.0364","2567","4976","thing","Bosk","2","4","40","40","20","2019","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Boss Monster: The Dungeon Building Card Game","131835","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players","","","","135496714","6.0777","6.26898","1.8466","2789","40072","thing","Boss Monster: The Dungeon Building Card Game","2","4","30","30","30","2013","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Botswana","398","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 5 players
20 - 30 minutes
C-B-1","","","","139483943","6.51695","6.9976","1.2755","1301","7405","thing","Botswana","2","5","30","30","20","1994","3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Bowling Dice","3934","8","3","0","1","0","0","0","0","0","0","0","3","","","","","","138320458","5.32476","4.59537","1.0256","30933","1494","thing","Bowling Dice","1","10","10","10","10","1999","1,2,3,4","1,2","3+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Boxtop Pinball: Haunted House","417629","8","2","0","1","0","0","0","0","0","0","0","3","","2 - 4 

Overall fun! Everyone can play. Wish it had a reusable score tracker and baggies for the punchouts.
 ","","","","135499751","5.67395","6.99818","1","6941","715","thing","Boxtop Pinball: Haunted House","1","4","30","30","15","2024","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Brass: Birmingham","224517","0","0","0","1","0","0","0","0","0","0","0","3","","2-4 players
60-120 min 
S-3-3","","","","136185390","8.39065","8.56074","3.86","1","85513","thing","Brass: Birmingham","2","4","120","120","60","2018","2,3,4","3,4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Brew","332386","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players","","","","135642348","6.45096","7.01432","2.4519","1453","9340","thing","Brew","2","4","90","90","45","2021","2,3,4","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Brick Like This!","439310","0","0","0","1","0","0","0","0","0","0","0","3","","2-8 players
15 minutes
C-B-5","","","","137223555","5.70231","6.62998","1.25","6309","1978","thing","Brick Like This!","2","8","15","0","15","2025","4,6,8","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Bridgerton: The High Society Game","394286","10","0","0","1","0","0","0","0","0","0","0","3","","3 - 6 players
30 minutes
C-B-5","","","","135500025","5.49654","5.31818","2","26984","193","thing","Bridgerton: The High Society Game","3","6","30","30","30","2023","4,5,6","5,6","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Brink","415078","0","0","0","1","0","0","0","0","0","0","0","3","","2-5 Players
60-150 Min 
C-A-1","","","","147552439","5.9269","7.55406","3.16","3677","1991","thing","Brink","2","5","150","150","60","2025","3,4,5","5","14","","","","","","","standalone","","","","","","","","","","","","IV Studio","English","2025","English deluxe edition"
"Brink: Bonus Hexes Vol 1","454230","0","0","0","1","0","0","0","0","0","0","0","3","","Expansion 
C-A-1","","","","148000132","0","8.28571","0","0","130","thing","Brink: Bonus Hexes Vol 1","2","5","0","0","0","2025","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Brink: Community Cards Vol 1","451782","0","0","0","1","0","0","0","0","0","0","0","3","","Expansion 
C-A-1","","","","148000141","0","8.5","0","0","171","thing","Brink: Community Cards Vol 1","2","5","150","150","60","2025","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Broom Service","172308","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 5 players
30 - 75 min
C-B-5","","","","139486054","6.86506","7.17492","2.3864","667","18007","thing","Broom Service","2","5","75","75","30","2015","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Bugs in the Kitchen","137909","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","143817842","5.74367","6.01372","1.0526","5586","4919","thing","Bugs in the Kitchen","2","4","20","20","15","2013","2,3,4","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Bunny Kingdom","184921","7.9","1","0","1","0","0","0","0","0","0","0","3","","2-4 players
40-60 min 
S-3-2","","","","139934123","7.10507","7.40585","2.2984","391","21566","thing","Bunny Kingdom","2","4","60","60","40","2017","2,3,4","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"burncycle","322656","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","146488375","6.41259","7.89748","4.0783","1559","3870","thing","burncycle","1","4","180","180","45","2022","1,2,3","1,2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Café Baras","406498","8","1","0","1","0","0","0","0","0","0","0","3","","2 - 4 Players
30 minutes
C-B-2","","","","142821890","6.12129","7.21699","1.9459","2583","4189","thing","Café Baras","2","4","30","30","30","2024","2,3,4","2,3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Camel Up: The Card Game","378848","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","143428074","5.71123","6.77669","2.0588","6125","2209","thing","Camel Up: The Card Game","2","6","45","45","30","2023","2,3,4,5,6","4","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Camp Grizzly: Second Edition","449895","0","0","0","1","0","0","0","0","0","0","0","3","","1-6 Players
60-90 Min 
S-2-4","","","","147550083","5.61749","8.24365","2.5","0","812","thing","Camp Grizzly: Second Edition","1","6","90","90","60","2026","1,2,3,4,5,6","3","14+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Campy Creatures: Volume 1 (Third Edition)","448446","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","136095703","5.563","7.06058","2","11991","438","thing","Campy Creatures: Volume 1 (Third Edition)","2","5","30","30","20","2025","4,5","4","","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Canvas","290236","9","5","0","1","0","0","0","0","0","0","0","3","","","","","","137223737","6.92107","7.18777","1.7309","604","32894","thing","Canvas","1","5","30","30","30","2021","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Canvas Critters","414603","7.7","1","0","1","0","0","0","0","0","0","0","3","","2 - 6 players
15-30 Min 
C-B-1

Best at 3 and up, 2 player rules are lackluster 
Make beautiful paints with animal meeples relaxing family game","","","","140072682","5.52488","7.01321","1.25","18095","182","thing","Canvas Critters","2","6","30","30","15","2025","2,3,4,5,6","4","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Canvas: Finishing Touches – Deluxe Edition","409863","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","137857023","5.67012","8.13782","2","0","2493","thing","Canvas: Finishing Touches – Deluxe Edition","1","5","30","30","30","2023","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Canvas: Reflections","335172","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","137857037","6.29777","7.65449","2.037","0","8235","thing","Canvas: Reflections","1","5","30","30","30","2022","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Captain Flip","393325","0","0","0","1","0","0","0","0","0","0","0","3","","2-5 players
20 min 
S-2-2","","","","142316116","6.72799","7.15603","1.2074","871","9909","thing","Captain Flip","2","5","20","20","20","2024","2,3,4,5","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Carcassonne Big Box 7","364405","8.5","1","0","1","0","0","0","0","0","0","0","3","","","","","","137843380","6.38014","8.23332","1.9615","0","5096","thing","Carcassonne Big Box 7","2","6","35","35","35","2021","2,3,4,5","2,3,4","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Carcassonne: Hunters and Gatherers","4390","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","146898794","6.8475","7.13048","1.9221","693","19561","thing","Carcassonne: Hunters and Gatherers","2","5","40","40","35","2002","2,3,4,5","2,3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Carcassonne: Safari","256065","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 5 players
35 min
Tile laying","","","","138696852","5.95513","6.99593","1.8148","3487","2979","thing","Carcassonne: Safari","2","5","35","35","35","2018","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Cards Against Humanity","50381","0","0","0","1","0","0","0","0","0","0","0","3","","4 - 10 Players
30 minutes
C-A-5","","","","135500746","5.52733","5.69847","1.1716","17459","57041","thing","Cards Against Humanity","4","30","30","30","30","2009","4,5,6,7,8,9,10","6,7,8","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"A Carnivore Did It!","451594","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","146488059","5.83475","7.12508","1.7692","4461","1865","thing","A Carnivore Did It!","1","5","20","20","20","2025","1,2","1","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Cascadito","401217","7","1","0","1","0","0","0","0","0","0","0","3","","1-4 players","","","","142315566","5.67969","6.4995","1.8","6809","1458","thing","Cascadito","1","4","45","45","30","2024","1,2,3,4","2,3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Casting Shadows: Exclusive Edition","365761","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players
30 - 60 min","","","","139485889","5.62647","6.72613","2.2222","0","2102","thing","Casting Shadows: Exclusive Edition","2","4","60","60","30","2023","3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Castle Combo","416851","9","5","0","1","0","0","0","0","0","0","0","3","","2 - 5 players
10-25 Min
C-B-1

fantastic build your kingdom while getting instant rewards while trying to think ahead and lay cards for the end of the game points.","","","","135496777","7.34875","7.67944","1.7374","214","26406","thing","Castle Combo","2","5","25","25","10","2024","2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Castle Nightingale","462394","0","0","0","1","0","0","0","0","0","0","0","3","","2 Player
30 - 45 minutes
C-B-4","","","","147069292","5.62669","7.70002","2.125","8294","465","thing","Castle Nightingale","2","2","45","45","30","2026","2","2","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Castle Party","323614","0","0","0","1","0","0","0","0","0","0","0","3","","2-4 Players
30 min 
C-B-1","","","","136061126","5.75405","6.63929","1.7778","5423","1935","thing","Castle Party","2","4","30","30","30","2021","2,3,4","3","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Castles by the Sea","357841","0","0","0","1","0","0","0","0","0","0","0","3","","1 - 4 players
30 - 60 minutes
S-1-1","","","","139484438","5.71263","6.88237","2.1538","6099","1324","thing","Castles by the Sea","1","4","60","60","30","2023","1,2,3,4","2,3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
